<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.CL,D,20180716,000000,69.4000000,69.4800000,66.8000000,67.3200000,722
SPFB.CL,D,20180717,000000,66.8900000,67.7700000,66.5000000,66.7400000,267
SPFB.CL,D,20180718,000000,66.7700000,67.9100000,66.4100000,67.9000000,528
SPFB.CL,D,20180719,000000,67.5000000,68.7500000,66.7300000,68.0600000,1741
SPFB.CL,D,20180720,000000,68.2500000,68.8900000,67.7400000,68.1100000,4084
SPFB.CL,D,20180723,000000,68.2500000,69.2500000,67.6100000,67.7600000,9143
SPFB.CL,D,20180724,000000,67.8200000,68.9300000,67.7000000,68.7700000,4054
SPFB.CL,D,20180725,000000,68.9800000,69.5900000,68.2500000,69.2100000,10080
SPFB.CL,D,20180726,000000,69.4800000,69.8500000,69.0000000,69.6500000,9102
SPFB.CL,D,20180727,000000,69.9000000,70.0000000,68.3000000,68.7000000,7682
SPFB.CL,D,20180730,000000,68.7500000,70.3000000,68.7200000,69.8900000,4140
SPFB.CL,D,20180731,000000,70.4000000,70.4000000,68.2100000,68.3500000,6390
SPFB.CL,D,20180801,000000,68.1300000,68.3100000,67.4000000,67.8400000,5528
SPFB.CL,D,20180802,000000,67.7600000,69.3000000,66.9600000,68.9300000,1181
SPFB.CL,D,20180803,000000,68.8300000,69.1700000,68.0600000,68.6300000,2204
SPFB.CL,D,20180806,000000,68.7800000,69.8500000,68.7500000,68.9300000,1779
SPFB.CL,D,20180807,000000,68.9500000,69.7700000,68.9500000,69.0100000,1233
SPFB.CL,D,20180808,000000,69.1900000,69.4700000,66.2600000,66.8000000,1669
SPFB.CL,D,20180809,000000,66.9200000,67.3100000,66.5000000,66.7800000,309
SPFB.CL,D,20180810,000000,65.6700000,67.0000000,65.6700000,66.9600000,73
SPFB.CL,D,20180813,000000,66.8500000,66.9300000,65.2100000,66.7300000,68
SPFB.CL,D,20180814,000000,67.1000000,67.7200000,65.9700000,66.0000000,93
SPFB.CL,D,20180815,000000,65.9400000,65.9400000,63.9800000,64.4200000,581
SPFB.CL,D,20180816,000000,64.6300000,64.9000000,64.3400000,64.8700000,134
SPFB.CL,D,20180817,000000,65.0000000,65.6500000,64.9100000,65.2300000,198
SPFB.CL,D,20180820,000000,65.1500000,65.6100000,64.8800000,65.3900000,818
SPFB.CL,D,20180821,000000,65.0000000,66.4300000,65.0000000,65.7500000,341
SPFB.CL,D,20180822,000000,66.2000000,68.0400000,66.2000000,67.8500000,366
SPFB.CL,D,20180823,000000,67.7700000,68.0300000,67.4200000,67.7700000,312
